0,0,0,0,0
3.2052,3.2042,0,0,580
3.2064,3.2055,0,0,744
3.2075,3.2067,0,0,904
3.2085,3.2078,0,0,1068
3.2092,3.2086,0,0,1232
3.2097,3.2093,0,0,1392
3.21,3.2098,0,0,1558
3.21,3.21,0,0,1721
3.2098,3.21,0,0,1888
3.2094,3.2097,0,0,2048
3.2087,3.2092,0,0,2212
3.2079,3.2085,0,0,2376
3.2068,3.2076,0,0,2536
3.2056,3.2065,2694,0,2700
3.2043,3.2053,2694,0,2864
3.2029,3.2039,2694,0,3027
3.2014,3.2025,2694,0,3187
3.2,3.201,2694,0,3352
3.2,3.2,2694,0,3515
3.2,3.2,2694,0,3675
3.2,3.2,2694,0,3840
3.2,3.2,2694,0,4003
3.2,3.2,2694,0,4163
3.2,3.2,2694,0,4329
3.2,3.2,2694,0,4496
3.2,3.2,2694,0,4660
3.2,3.2,2694,0,4820
3.2,3.2,2694,0,4984
3.2,3.2,2694,0,5147
3.2,3.2,2694,0,5307
3.2,3.2,2694,0,5472
3.2,3.2,2694,0,5635
3.2,3.2,2694,0,5795
3.2,3.2,2694,0,5961
3.2,3.2,2694,0,6128
3.2,3.2,2694,0,6292
3.2,3.2,2694,0,6452
3.2,3.2,2694,0,6616
3.2011,3.2001,2694,0,6779
3.2025,3.2014,2694,0,6939
3.204,3.2029,2694,0,7104
3.2054,3.2043,2694,0,7267
3.2066,3.2057,2694,0,7432
3.2077,3.2069,2694,0,7592
3.2085,3.2079,2694,0,7755
3.2092,3.2087,2694,0,7921
3.2097,3.2094,2694,0,8081
3.21,3.2098,2694,0,8248
3.21,3.21,2694,0,8412
3.2098,3.2099,2694,0,8572
3.2093,3.2096,2694,0,8736
3.2086,3.2091,2694,0,8899
3.2077,3.2084,2694,0,9064
3.2067,3.2075,2694,0,9224
3.2055,3.2064,9357,9,9387
3.2041,3.2051,9357,9,9553
3.2027,3.2037,9357,9,9713
3.2011,3.2023,9357,9,9880
3.2,3.2008,9357,9,10044
3.2,3.2,9357,9,10204
3.2,3.2,9357,9,10369
3.2,3.2,9357,9,10532
3.2,3.2,9357,9,10697
3.2,3.2,9357,9,10857
3.2,3.2,9357,9,11020
3.2,3.2,9357,9,11185
3.2,3.2,9357,9,11345
3.2,3.2,9357,9,11508
3.2,3.2,9357,9,11674
3.2,3.2,9357,9,11841
3.2,3.2,9357,9,12001
3.2,3.2,9357,9,12166
3.2,3.2,9357,9,12329
3.2,3.2,9357,9,12489
3.2,3.2,9357,9,12652
3.2,3.2,9357,9,12817
3.2,3.2,9357,9,12977
3.2,3.2,9357,9,13140
3.2,3.2,9357,9,13306
3.2013,3.2003,9357,9,13473
3.2028,3.2017,9357,9,13633
3.2042,3.2032,9357,9,13798
3.2056,3.2046,9357,9,13961
3.2068,3.2059,9357,9,14121
3.2078,3.207,9357,9,14284
3.2087,3.208,9357,9,14449
3.2093,3.2088,9357,9,14609
3.2098,3.2094,9357,9,14772
3.21,3.2098,9357,9,14937
3.21,3.21,9357,9,15100
3.2097,3.2099,9357,9,15260
3.2092,3.2096,9357,9,15427
3.2085,3.209,9357,9,15593
3.2076,3.2083,9357,9,15753
3.2065,3.2073,9357,9,15918
3.2052,3.2062,16027,9,16081
3.2039,3.2049,16027,9,16241
3.2024,3.2035,16027,9,16406
3.2009,3.202,16027,9,16569
3.2,3.2006,16027,9,16732
3.2,3.2,16027,9,16892
3.2,3.2,16027,9,17058
3.2,3.2,16027,9,17225
3.2,3.2,16027,9,17385
3.2,3.2,16027,9,17550
3.2,3.2,16027,9,17713
3.2,3.2,16027,9,17876
3.2,3.2,16027,9,18036
3.2,3.2,16027,9,18201
3.2,3.2,16027,9,18364
3.2,3.2,16027,9,18524
